bodr;Bodr
b_kunipp;Kunipp
b_tosusha;Tosusha
b_eraberd;Eraberd
b_esabainn;Esabainn
b_rosiu;Rosiu
b_bitiu;Bitiu
b_kanusha;Kanusha
tesabina;Tesabina
b_wigusha;Wigusha
b_danipp;Danipp
b_nebonml;Nebonml
b_teterane;Tete-Rane
b_kanerd;Kanerd
b_reripp;Reripp
b_seong;Seong
b_siterd;Siterd
loniu;Loniu
wedina;Wedina
dame;Dame
edang;Edang
tamg;Tamg
tige;Tige
qukg;Qukg
rig;Rig
rig_adj;Rig
wame;Wame
kime;Kime
daug;Daug
sign;Sign
nign;Nign
qige;Qige
kelra;Kelra
tulg;Tulg
nang;Nang
erai;Erai
nik;Nik
kimg;Kimg
taig;Taig
elra;Elra
ticonka;Ticonka
ritra;Ritra
nimu;Nimu
laucut;Laucut
kitilla;Kitilla
tild;Tild
risair;Risair
sod;Sod
risr;Risr
dor;Dor
arobr;Arobr
danr;Danr
afra;Afra
simed;Simed
efred;Efred
ditin;Ditin
qu;Qu
rai;Rai
qimba;Qimba
ni;Niç
rimca;Rimca
wargen;Warg-En
b_wiubai;Wiubai
b_bonka;Bonka
b_eroband;Eroband
b_loriya;Loriya
b_koritya;Koritya
b_dikena;Dikeïna
b_nitya;Nitya
b_kicatim;Kicatim
b_wanimha;Wanimha
b_bainra;Bainra
b_kitayira;Kitayira
b_rar;Ra-R
b_kamiya;Kamiya
b_dorina;Dorina
b_kicina;Kicina
b_rulainn;Rulainn
telaukr;Telaukr
b_tikatim;Tikatim
b_timena;Timeïna
b_ahamonka;Ahamonka
b_simha;Simha
b_ticaukr;Ticaukr
b_kainbai;Kainbai
b_renaukr;Renaukr
b_sikena;Sikeïna
b_lena;Leïna
b_efrimha;Efrimha
b_kainn;Kainn
b_taraja;Taraja
b_danand;Danand
b_kobaug;Kobaug
b_tualand;Tualand
b_taaug;Ta'aug
adelayira;Adelayira
b_timina;Timina
b_robiya;Robiya
b_ranaug;Ranaug
b_eronka;Eronka
b_qanena;Qaneïna
b_barikena;Barikeïna
b_torimha;Torimha
b_rikiya;Rikiya
nimand;Nimand
b_ewand;Ewand
b_tenaukr;Tenaukr
b_wikao;Wikao
b_raraug;Raraug
b_waraja;Waraja
b_littou;Littou
b_etiya;Etiya
bitand;Bitand
b_tenainn;Tenainn
b_qefraug;Qefraug
b_tonka;Tonka
b_waonka;Wa'onka
b_riatou;Riatou
b_aqelaraja;Aqelaraja
b_sarao;Sarao
b_kaug;Kaug
nitaug;Nitaug
b_qitonka;Qitonka
b_qitra;Qitra
b_achaug;Achaug
b_ramina;Ramina
b_welayira;Welayira
b_korand;Korand
b_licand;Licand
b_sitainn;Sitainn
banonka;Banonka
b_kelena;Keleïna
b_telainn;Telainn
b_kobao;Kobao
b_bamiya;Bamiya
b_kelaraja;Kelaraja
b_kitina;Kitina
b_avulena;Avuleïna
b_kelayira;Kelayira
soronka;Soronka
b_borand;Borand
b_robimha;Robimha
b_titand;Titand
b_kimonka;Kimonka
b_qimand;Qimand
b_naatim;Na'atim
b_telaraja;Telaraja
b_sobena;Sobeïna
kitatim;Kitatim
b_qegualiya;Qegualiya
b_dahambag;Daham-Ba'g
b_qariya;Qariya
b_lafra;Lafr-A
b_bainbai;Bainbai
b_qicand;Qicand
b_kamand;Kamand
b_kayira;Kayira
raintou;Raintou
b_wobaukr;Wobaukr
b_rimatim;Rimatim
b_tainiya;Tainiya
b_kulina;Kulina
b_tikina;Tikina
b_waaukr;Wa'aukr
b_qulitya;Qulitya
b_ruagraig;Ruag-Raig
ricatim;Ricatim
b_laukr;Laukr
b_tobaukr;Tobaukr
b_bitainn;Bitainn
b_siubai;Siubai
b_tulatim;Tulatim
b_belimha;Belimha
b_afraraja;Afraraja
b_ritya;Ritya
edanainn;Edanainn
b_lainra;Lainra
b_nitimha;Nitimha
b_acharaja;Acharaja
b_kiconka;Kiconka
b_efriya;Efriya
b_erainina;Erainina
b_arorq;Aror-Q
b_rikitya;Rikitya
timaug;Timaug
b_qatim;Qatim
b_kitena;Kiteïna
b_wititya;Wititya
b_ewaand;Ewa'and
b_qelkai;Qelk-Ai
b_lainand;Lainand
b_kaonka;Ka'onka
b_keforina;Keforina
taronka;Taronka
b_teliatou;Teliatou
b_ritand;Ritand
b_egualiya;Egualiya
b_alaraja;Alaraja
b_rikaug;Rikaug
b_bikainn;Bikainn
sainra;Sainra
b_kobatim;Kobatim
b_saqik;Sa-Qik
b_nenand;Nenand
b_ranao;Ranao
b_timha;Timha
b_naaukr;Na'aukr
b_nena;Neïna
b_bitena;Biteïna
bainao;Bainao
b_bicatim;Bicatim
b_qanainn;Qanainn
b_eforainn;Eforainn
b_tenonka;Tenonka
b_tainn;Tainn
b_selonka;Selonka
b_kikand;Kikand
b_arobimha;Arobimha
nelimha;Nelimha
b_tamand;Tamand
b_kagualra;Kagualra
b_bainiya;Bainiya
b_etainn;Etainn
b_ticatim;Ticatim
b_erulatim;Erulatim
b_eraniya;Eraniya
b_kikina;Kikina
etamaug;Etamaug
b_relitya;Relitya
b_kamina;Kamina
b_aliubai;Aliubai
b_etaug;Etaug
b_rayira;Rayira
b_erditra;Er-Ditra
b_wainra;Wainra
b_laatim;La'atim
beraainn;Bera'ainn
b_kualiya;Kualiya
b_soritya;Soritya
b_bikand;Bikand
b_woritya;Woritya
b_rimand;Rimand
b_akicand;Akicand
b_rulimha;Rulimha
b_ramonka;Ramonka
likatim;Likatim
b_anitaukr;Anitaukr
b_tafrand;Tafrand
b_letimonka;Letimonka
b_bititya;Bititya
b_nelayira;Nelayira
b_kaliubai;Kaliubai
b_diubai;Diubai
b_sobainn;Sobainn
raigsar;Raig-Sar
b_dualina;Dualina
b_nicitya;Nicitya
b_keliatou;Keliatou
b_qorimha;Qorimha
b_beliya;Beliya
b_senainn;Senainn
b_lenao;Lenao
b_rimaug;Rimaug
laintou;Laintou
b_kenonka;Kenonka
b_boratim;Boratim
b_taraitya;Tara'itya
b_atonka;Atonka
b_erobao;Erobao
b_ricaukr;Ricaukr
b_delina;Delina
b_doratim;Doratim
kimdelra;Kim-Delra
b_rina;Rina
b_lenaukr;Lenaukr
b_qimonka;Qimonka
b_delatim;Delatim
b_ekobonka;Ekobonka
b_reland;Reland
b_kaisikg;Kai-Sikg
b_lobitya;Lobitya
roraug;Roraug
b_karao;Karao
b_taguataaham;Tagua-Ta' Aham
b_belainn;Belainn
b_elina;Elina
b_relaug;Relaug
b_egualao;Egualao
b_nikimha;Nikimha
b_nulena;Nuleïna
kulena;Kuleïna
b_ritaug;Ritaug
b_kitand;Kitand
b_laug;Laug
b_bina;Bina
b_ekarao;Ekarao
b_baoqulg;Bao-Qulg
b_saaukr;Sa'aukr
b_benaukr;Benaukr
ruland;Ruland
b_weniya;Weniya
b_atainn;Atainn
b_ekualtou;Ekualtou
b_likena;Likeïna
b_qerainand;Qerainand
b_naiya;Na'iya
b_bamonka;Bamonka
b_timao;Timao
watonka;Watonka
b_licitya;Licitya
b_arainbai;Arainbai
b_lamina;Lamina
b_sobbevul;Sob-B Evul
b_sorao;Sorao
b_darao;Darao
b_raina;Ra'ina
b_rorao;Rorao
laao;La'ao
b_kaiya;Ka'iya
b_kaiya_adj;Ka'iya
b_sahamiya;Sahamiya
b_kimatim;Kimatim
b_relaraja;Relaraja
b_belayira;Belayira
b_likand;Likand
b_nelena;Neleïna
b_dimena;Dimeïna
qeland;Qeland
b_danitya;Danitya
b_tanand;Tanand
b_renand;Renand
b_ticand;Ticand
b_asicao;Asicao
b_waina;Wa'ina
b_raraja;Raraja
b_likaukr;Likaukr
b_boriya;Boriya
b_taatim;Ta'atim
b_dobonka;Dobonka
b_taratim;Taratim
b_boritya;Boritya
b_wanitya;Wanitya
b_selaukr;Selaukr
b_akenitya;Akenitya
laina;La'ina
b_taritya;Taritya
b_rakarimha;Rakarimha
b_nualiya;Nualiya
b_apritbai;Apritbai
b_bamitya;Bamitya
b_rainaug;Rainaug
b_qaiqang;Qai-Qang
b_kulgatn;Kulg-Atn
erimina;Erimina
b_rarikao;Rarikao
b_ranimha;Ranimha
b_dimonka;Dimonka
b_sitra;Sitra
b_telayira;Telayira
b_raimha;Ra'imha
b_tanimha;Tanimha
b_wainao;Wainao
ratim;Ratim
b_dariya;Dariya
b_riya;Riya
b_larena;Lareïna
b_nelatim;Nelatim
b_wimiya;Wimiya
b_tarainn;Tarainn
b_noronka;Noronka
b_naraja;Naraja
qaraja;Qaraja
b_witayira;Witayira
b_kaaug;Ka'aug
b_ravulatim;Ravulatim
b_dagualina;Dagualina
b_kenand;Kenand
b_darainn;Darainn
b_kulaukr;Kulaukr
b_sorimha;Sorimha
tiatou;Tiatou
b_qualtou;Qualtou
b_sanitya;Sanitya
b_dasiconka;Dasiconka
b_raena;Ra'eïna
b_nitena;Niteïna
b_aforainn;Aforainn
b_kualand;Kualand
b_bicteln;Bic-Teln
titayira;Titayira
b_seliubai;Seliubai
b_baand;Ba'and
b_raratim;Raratim
b_nonka;Nonka
b_adanaukr;Adanaukr
b_saena;Sa'eïna
b_limha;Limha
b_nuland;Nuland
narand;Narand
b_seliya;Seliya
b_nitand;Nitand
b_rainao;Rainao
b_delainn;Delainn
b_arainra;Arainra
b_denonka;Denonka
b_qenina;Qenina
b_kicand;Kicand
naritya;Naritya
b_sanina;Sanina
b_nualaug;Nualaug
b_kenitya;Kenitya
b_relatim;Relatim
b_raatim;Ra'atim
b_tobnimg;Tob-Nimg
b_lulaukr;Lulaukr
b_bikonka;Bikonka
tualao;Tualao
b_neland;Neland
b_biubai;Biubai
b_karainn;Karainn
b_rikatim;Rikatim
b_witni;Witn-I
b_bitayira;Bitayira
b_wand;Wand
b_etelainn;Etelainn
taug;Taug
b_baina;Ba'ina
b_bainand;Bainand
b_ehamand;Ehamand
b_tikao;Tikao
b_asaitya;Asa'itya
b_kaina;Ka'ina
b_sitimha;Sitimha
b_bamimha;Bamimha
belaraja;Belaraja
b_litiya;Litiya
b_rainina;Rainina
b_nobaukr;Nobaukr
b_sualao;Sualao
b_donka;Donka
b_qarand;Qarand
b_titya;Titya
b_daimha;Da'imha
lainiya;Lainiya
b_evulonka;Evulonka
b_benaug;Benaug
b_daguakua;Dagua-Kua
b_akaraukr;Akaraukr
b_lorkuata;Lor-Kua Ta'
b_belatim;Belatim
b_timiya;Timiya
b_kakenric;Ka'-Ken Ric
sitand;Sitand
b_atimonka;Atimonka
b_delimha;Delimha
b_naukr;Naukr
b_titatim;Titatim
b_doband;Doband
b_saukr;Saukr
b_afritya;Afritya
b_wimaug;Wimaug
daraja;Daraja
b_sand;Sand
b_bechara;Becha-Ra'
b_bobao;Bobao
b_bicainn;Bicainn
b_qaorikg;Qao-Rikg
b_saraja;Saraja
b_qelaukr;Qelaukr
b_tenao;Tenao
selatim;Selatim
b_robgik;Robg-Ik
b_renina;Renina
b_lulatim;Lulatim
b_kulgerob;Kulg-Erob
b_saatim;Sa'atim
b_kainra;Kainra
b_karakelgua;Kara'-Kelg Ua
b_tesicaukr;Tesicaukr
b_lelainn;Lelainn
b_doraukr;Doraukr
b_nobatim;Nobatim
b_aderob;Ad-Erob
b_daena;Da'eïna
b_titainn;Titainn
b_norimha;Norimha
b_relayira;Relayira
adanand;Adanand
b_wualand;Wualand
b_nulao;Nulao
b_sualaug;Sualaug
b_qaand;Qa'and
b_etikonka;Etikonka
b_rerobiya;Rerobiya
b_alayira;Alayira
b_avulina;Avulina
b_kangeao;Kang-Eao
b_kalulg;Ka-Lulg
b_egualand;Egualand
b_erainand;Erainand
b_alaukr;Alaukr
b_eraegeng;Era-Egeng
b_awaraukr;Awaraukr
b_tainra;Tainra
dimatim;Dimatim
b_sayira;Sayira
b_elaraja;Elaraja
b_relaukr;Relaukr
b_rainiya;Rainiya
b_borao;Borao
b_echonka;Echonka
b_rikand;Rikand
namaukr;Namaukr
b_benand;Benand
b_tiubai;Tiubai
b_ditainn;Ditainn
b_ricsa;Ric-Sa'
b_ricsa_adj;Ric-Sa'
b_nulitya;Nulitya
b_niubai;Niubai
b_ranina;Ranina
erulena;Eruleïna
b_ritainn;Ritainn
b_rulena;Ruleïna
b_taina;Ta'ina
b_rariya;Rariya
b_warainn;Warainn
b_dimitya;Dimitya
b_ritbai;Ritbai
b_nitiya;Nitiya
eland;Eland
b_wobonka;Wobonka
b_araiya;Ara'iya
b_wobainn;Wobainn
b_waraintou;Waraintou
b_sualra;Sualra
b_etitaraja;Etitaraja
b_laraja;Laraja
b_bitiya;Bitiya
wainand;Wainand
b_wina;Wina
b_titbai;Titbai
b_kainand;Kainand
b_kobimha;Kobimha
b_telitya;Telitya
b_kelatim;Kelatim
b_asanaln;Asan-Aln
b_lelimha;Lelimha
roronka;Roronka
b_arobonka;Arobonka
b_bimimha;Bimimha
b_sulao;Sulao
b_dorainn;Dorainn
b_kitiya;Kitiya
b_rikaforg;Rik-Aforg
b_arikina;Arikina
b_litiatou;Litiatou
apritaug;Apritaug
b_karand;Karand
b_elayira;Elayira
b_kelrarikg;Kelra-Rikg
b_raukr;Raukr
b_tobiya;Tobiya
b_kainiya;Kainiya
b_kualra;Kualra
b_laaukr;La'aukr
loraug;Loraug
b_agenitya;Agenitya
b_ramatim;Ramatim
b_naina;Na'ina
b_lobina;Lobina
b_rainra;Rainra
b_rand;Rand
b_ritina;Ritina
b_abeliubai;Abeliubai
welralen;Welra-Len
b_rainand;Rainand
b_kanonka;Kanonka
b_danlikg;Dan-Likg
b_welonka;Welonka
b_kesicaug;Kesicaug
b_araonka;Ara'onka
b_keniya;Keniya
b_ditnag;Ditn-Ag
b_waimha;Wa'imha
b_rulaug;Rulaug
b_bimand;Bimand
b_kamao;Kamao
b_limina;Limina
b_titaraja;Titaraja
b_dayira;Dayira
b_awelaorob;Awelao-Rob
kaatim;Ka'atim
b_suland;Suland
b_qikand;Qikand
b_lulainn;Lulainn
b_kicainn;Kicainn
b_siatou;Siatou
b_darand;Darand
b_sitaraja;Sitaraja
erobaug;Erobaug
b_bena;Beïna
b_kitaug;Kitaug
b_roband;Roband
b_araina;Ara'ina
b_kulimha;Kulimha
b_qaina;Qa'ina
b_leland;Leland
b_litayira;Litayira
dainand;Dainand
b_kitimha;Kitimha
b_ebobiya;Ebobiya
b_laronka;Laronka
b_kelaukr;Kelaukr
b_tikeralicra;Tik-Era' Licra
b_naainn;Na'ainn
b_ahamatim;Ahamatim
b_lechig;Lech-Ig
namainn;Namainn
b_belonka;Belonka
b_nenao;Nenao
b_kainaug;Kainaug
b_eforatim;Eforatim
b_tina;Tina
b_qenena;Qeneïna
b_atimha;Atimha
raronka;Raronka
b_sorkitra;Sor-Kitra
b_kanena;Kaneïna
b_egenao;Egenao
b_karaainn;Kara'ainn
b_ditand;Ditand
b_qarao;Qarao
b_nimonka;Nimonka
b_tobatim;Tobatim
awainra;Awainra
b_keliya;Keliya
b_rimha;Rimha
b_timonka;Timonka
b_qimao;Qimao
b_ruaditn;Rua-Ditn
b_relena;Releïna
b_barobatim;Barobatim
b_ratand;Ratand
adanao;Adanao
b_navuland;Navuland
b_ronka;Ronka
b_ranand;Ranand
b_wualiya;Wualiya
b_tiselra;Ti-Selra
b_tiselra_adj;Ti-Selra
b_kualao;Kualao
b_dainina;Dainina
b_akaraug;Akaraug
lahamimha;Lahamimha
b_riconka;Riconka
b_aditatim;Aditatim
b_reliubai;Reliubai
b_tatim;Tatim
b_katim;Katim
b_biconka;Biconka
b_kanran;Kan-Ran
b_kikao;Kikao
b_nanonka;Nanonka
b_bikina;Bikina
b_kicimha;Kicimha
b_qainaug;Qainaug
b_kiatou;Kiatou
b_dicaukr;Dicaukr
b_tualina;Tualina
b_rerikainn;Rerikainn
abang;Abang-
b_keland;Keland
b_karaug;Karaug
b_taimha;Ta'imha
b_toband;Toband
b_qayira;Qayira
b_ekanatim;Ekanatim
b_kaimha;Ka'imha
b_samainn;Samainn
b_qengi;Qeng-I
b_tayira;Tayira
b_bimao;Bimao
b_qimitya;Qimitya
b_layira;Layira
b_keliubai;Keliubai
b_rerainbai;Rerainbai
b_naonka;Na'onka
efronka;Efronka
b_qelonka;Qelonka
b_ritatim;Ritatim
b_ewaibor;Ewai-Bor
b_tenimha;Tenimha
b_lanatim;Lanatim
b_nobina;Nobina
b_wenatim;Wenatim
b_tikand;Tikand
witiubai;Witiubai
edure;Edure
edhe;Edhe
ramg;Ramg
ture;Ture
wur;Wur
kobg;Kobg
le;Le
wed;Wed
rudn;Rudn
tobe;Tobe
beled;Beled
avule;Avule
qao;Qao
saled;Saled
kas;Kas
ahusg;Ahusg
suhg;Suhg
kije;Kije
kase;Kase
lyahe;Lyahe
dikg;Dikg
kuzg;Kuzg
quse;Quse
nase;Nase
rurg;Rurg
qudke;Qudke
lahe;Lahe
dozer;Dozer
ecuitius;Ecuitius
tusnui;Tus Nui
birla;Birla
tibaka;Tibaka
releesi;Releesi
sebamud;Sebamud
sirsi;Sirsi
dabla;Dabla
wirla;Wirla
sabsi;Sabsi
kald;Kald
rirsi;Rirsi
ahibd;Ahibd
bawd;Bawd
tabla;Tabla
sard;Sard
rabla;Rabla
nald;Nald
tad;Tad
baser;Baser
b_ruamn;Ruamn
b_wozebyaerie;Woze Byae-Rie
b_walemor;Walemor
b_basena;Baseïna
b_weloxor;Weloxor
b_acuitius;Acuitius
b_kozaraja;Kozaraja
b_akeloxre;Akeloxre
emezal;Emezal
b_ezahamon;Ezahamon
b_areth;Arîeth
b_wudemor;Wudemor
b_rozius;Rozius
b_teloxre;Teloxre
b_tozena;Tozeïna
b_laloxeth;Laloxeth
b_ezourt;Ezourt
walena;Waleïna
b_bahamon;Bahamon
b_kyahena;Kyaheïna
b_wuahr;Wuahr
b_luitor;Luitor
b_wikelwi;Wikelwi
b_rahonoc;Rahonoc
b_tudelwi;Tudelwi
b_kusonoc;Kusonoc
quzamon;Quzamon
b_wudolf;Wudolf
b_quzeth;Quzeth
b_aweloxr;Aweloxr
b_laselwi;Laselwi
b_ralena;Raleïna
b_tozemor;Tozemor
b_qethar;Qeth Ar
b_dudgao;Dudgao
rozaraja;Rozaraja
b_neloxeth;Neloxeth
b_aloxer;Aloxer
b_nozourt;Nozourt
b_esuitiya;Esuitiya
b_kalemor;Kalemor
b_tyahamon;Tyahamon
b_qourt;Qourt
b_ebalonoc;Ebalonoc
tikal;Tikal
b_emasena;Emaseïna
b_rezolf;Rezolf
b_tamezdui;Tamez Dui
b_beloxolf;Beloxolf
b_bezor;Bezor
b_kusamon;Kusamon
b_nozius;Nozius
b_lyaher;Lyaher
lalourt;Lalourt
b_darikao;Darikao
b_taleremez;Taler Emez
b_tozalda;Tozalda
b_luzer;Luzer
b_keorge;Keorge
b_sualwi;Sualwi
b_keloxeth;Keloxeth
b_qahoth;Qahoth
sudayave;Sudayave
b_tozourt;Tozourt
b_bahal;Bahal
b_ahusao;Ahusao
b_walerludt;Waler Ludt
b_tahalda;Tahalda
b_quiter;Quiter
b_suzao;Suzao
b_buzal;Buzal
kuitoth;Kuitoth
b_kasiya;Kasiya
b_kusoth;Kusoth
b_rereze;Rerî Eze
b_qeloxiya;Qeloxiya
b_lahamon;Lahamon
b_nozena;Nozeïna
b_suser;Suser
b_tasena;Taseïna
kuais;Kuais
b_buitr;Buitr
b_dahena;Daheïna
b_bozalda;Bozalda
b_nudayart;Nudayart
b_beloxius;Beloxius
b_bahalda;Bahalda
b_ramon;Ramon
b_dezer;Dezer
qahor;Qahor
b_ruser;Ruser
b_basoth;Basoth
b_welwi;Welwi
b_teloxer;Teloxer
b_akozemor;Akozemor
b_kasao;Kasao
b_keloxr;Keloxr
b_amezonoc;Amezonoc
dozaraja;Dozaraja
b_rozortao;Rozor Tao
b_emezor;Emezor
b_aqalerkui;Aqaler Kui
b_dourt;Dourt
b_kyahor;Kyahor
b_rolf;Rolf
b_dezoth;Dezoth
b_tuitolf;Tuitolf
rozaozr;Rozao Zr
b_bozamon;Bozamon
b_ekalena;Ekaleïna
b_duzemor;Duzemor
b_rikamon;Rikamon
b_rahor;Rahor
b_qasal;Qasal
b_laseth;Laseth
b_alahedoth;Alahe Doth
waholf;Waholf
b_dalius;Dalius
b_dahonoc;Dahonoc
b_qezoth;Qezoth
b_tezalda;Tezalda
b_dusolf;Dusolf
b_kasemor;Kasemor
b_diya;Diya
b_tezius;Tezius
seloxolf;Seloxolf
b_rezamon;Rezamon
b_ruzius;Ruzius
b_rusemor;Rusemor
b_rudiya;Rudiya
b_wozeorge;Wozeorge
b_lelryah;Lelr Yah
b_qeloxr;Qeloxr
b_nalolf;Nalolf
busor;Busor
b_suahrt;Suahrt
b_nozemor;Nozemor
b_leloxr;Leloxr
b_barikrozor;Barik Rozor
b_duzal;Duzal
b_qalolf;Qalolf
b_quitor;Quitor
b_kasius;Kasius
ariker;Ariker
b_neloxr;Neloxr
b_sudamon;Sudamon
b_liya;Liya
b_ruitor;Ruitor
b_roziya;Roziya
b_qozena;Qozeïna
b_reloxiya;Reloxiya
b_kozemor;Kozemor
nuitr;Nuitr
b_rourt;Rourt
b_kuitiya;Kuitiya
b_ruahr;Ruahr
b_amaselwi;Amaselwi
b_suzeth;Suzeth
b_nasiya;Nasiya
b_amuzeth;Amuzeth
b_qudolf;Qudolf
qelkequdt;Qelke Qudt
b_lozius;Lozius
b_daser;Daser
b_tezroao;Tezr Oao
b_sozemor;Sozemor
b_ruahrt;Ruahrt
b_kezius;Kezius
b_raholf;Raholf
b_rezer;Rezer
suziya;Suziya
b_qyaher;Qyaher
b_lusius;Lusius
b_beloxal;Beloxal
b_kyahalda;Kyahalda
b_ryahalda;Ryahalda
b_nalaraja;Nalaraja
b_nusonoc;Nusonoc
b_buital;Buital
raseth;Raseth
b_seloxao;Seloxao
b_teloxr;Teloxr
b_keloxe;Keloxe
b_susonoc;Susonoc
b_niketozal;Nike Tozal
b_qalourt;Qalourt
b_nezemor;Nezemor
tuitre;Tuitre
b_tasolf;Tasolf
b_naloxal;Naloxal
b_tezeth;Tezeth
b_ruselwi;Ruselwi
b_tusao;Tusao
b_rozena;Rozeïna
b_dyaheth;Dyaheth
b_tahius;Tahius
sezemor;Sezemor
b_erozena;Erozeïna
b_tudcor;Tudcor
b_nyahao;Nyahao
b_rasor;Rasor
b_tehusor;Tehusor
b_kamuzer;Kamuzer
b_dusonoc;Dusonoc
b_kezonoc;Kezonoc
tudayave;Tudayave
b_wozalda;Wozalda
b_kozena;Kozeïna
b_kezeorge;Kezeorge
b_wusius;Wusius
b_kyaher;Kyaher
b_kasena;Kaseïna
b_naser;Naser
b_rezelwi;Rezelwi
sozalda;Sozalda
b_telozor;Te Lozor
b_bozelwi;Bozelwi
b_baseth;Baseth
b_qahena;Qaheïna
b_weziya;Weziya
b_deloxoth;Deloxoth
b_rezemor;Rezemor
b_tahemor;Tahemor
tuitiya;Tuitiya
b_kasamon;Kasamon
b_bozourt;Bozourt
b_bikonoc;Bikonoc
b_qozeorge;Qozeorge
b_ezoth;Ezoth
b_ruzor;Ruzor
b_sezalda;Sezalda
b_qasor;Qasor
kezemor;Kezemor
b_wius;Wius
b_talalda;Talalda
b_saselwi;Saselwi
b_tasiya;Tasiya
b_lusonoc;Lusonoc
b_sius;Sius
b_dyahalda;Dyahalda
b_ehusoth;Ehusoth
kamon;Kamon
b_busoth;Busoth
b_susiya;Susiya
b_dasonoc;Dasonoc
b_kezao;Kezao
b_wezourt;Wezourt
b_ryahiya;Ryahiya
b_tuzius;Tuzius
b_sena;Seïna
bozoth;Bozoth
b_lalaokelo;Lalao Kelo
b_rikal;Rikal
b_wikor;Wikor
b_nuamn;Nuamn
b_lezao;Lezao
b_reloxre;Reloxre
b_kuiteth;Kuiteth
b_temor;Temor
areth;Areth
kuzonoc;Kuzonoc
qeror;Qeror
ert;Erît
kike;Kike
ror;Ror
bud;Bud
suu;Suu
se;Se
neze;Neze
nozal;Nozal
kuse;Kuse
tozer;Tozer
noge;Noge
tozr;Tozr
sozr;Sozr
dozao;Dozao
date;Date
tozal;Tozal
wen;Wen
telka;Telka
kane;Kane
dao;Dao
tanka;Tanka
aljt;Aljt
qer;Qer
relr;Relr
turi;Turi
layaka_DESC;All praise the almighty Wag!
wag;Wag
rayaka;Rayaka
katappa;Katappa
racayya;Racayya
durayya;Durayya
ran;Ran
rall;Rall
edur;Edur
dana;Dana
wish;Wish
dall;Dall
wam;Wam
rac;Rac
sish;Sish
edharka;Edharka
b_raturi;Raturi
b_radharuri;Radharuri
b_kikapa;Kikapa
b_ruri;Ruri
b_dapa;Dapa
b_litelao;Li'telao
b_edikinda;Edikinda
b_kikolf;Kikolf
leluri;Leluri
b_anikao;Anikao
b_laijr;Laijr
b_rikapa;Rikapa
b_ralamon;Ralamon
b_ralamon_adj;Ralamon
b_tikadi;Tikadi
b_welinda;Welinda
b_beonda;Beonda
b_relourt;Relourt
balekapa;Balekapa
b_rosuri;Rosuri
b_balkatate;Balka'tate
b_luri;Luri
b_telinda;Telinda
b_revinda;Revinda
b_kareth;Kareth
b_waijeth;Waijeth
b_buule;Buule
b_kalera;Kaler'a
b_eqalekr;Eqalekr
b_toseth;Toseth
b_selapa;Selapa
b_larolf;Larolf
b_selinda;Selinda
b_delelwi;Delelwi
b_waramon;Waramon
tinda;Tinda
qern;Qern
kemn;Kemn
nopn;Nopn
wall;Wall
lann;Lann
aharn;Aharn
nern;Nern
rureric;Rureric
sureen;Sureen
sureen_DESC;All praise the almighty Bir!
bir;Bir
kilunan;Kilunan
batitan;Batitan
nonda;Nonda
natitam;Natitam
wutan;Wutan
quta;Quta
en;En
eten;Eten
qut;Qutâ
suta;Suta
rati;Rati
taramid;Taramid
b_bederic;Bederic
b_esopuma;Esopuma
b_adaria;Adaria
b_terelip;Terelip
b_sarand;Sarand
b_burida;Burida
b_wiu;Wiu
b_leduma;Leduma
reolip;Reolip
b_lataria;Lataria
b_ragiu;Ragiu
b_tarelip;Tarelip
b_ragert;Ragert
b_qarilip;Qarilip
b_nateen;Nateen
b_bagiu;Bagiu
b_sageric;Sageric
lakataria;Lakataria
b_nataria;Nataria
b_nopeen;Nopeen
b_teturima;Teturima
b_karelip;Karelip
b_tuaen;Tuaen
b_nareric;Nareric
b_tedamid;Tedamid
b_qaruri;Qaruri
talliu;Talliu
b_kurert;Kurert
b_sagalda;Sagalda
b_natamid;Natamid
b_redelip;Redelip
b_awarert;Awarert
b_tederic;Tederic
b_kareric;Kareric
b_qeen;Qeen
karida;Karida
karida_adj;Karida
b_dauliu;Dauliu
b_keveen;Keveen
b_kert;Kert
b_rishiu;Rishiu
b_tureric;Tureric
b_sualp;Sualp
b_kasvaria;Kasvaria
b_bima;Bima
taria;Taria
b_equan;Equan
b_bageric;Bageric
b_tevida;Tevida
b_tuma;Tuma
b_batiu;Batiu
b_qatilip;Qatilip
b_tageen;Tageen
dageric;Dageric
b_kalleric;Kalleric
b_tururi;Tururi
b_qedond;Qedond
b_duma;Duma
b_eqida;Eqida
b_kedand;Kedand
b_kaulert;Kaulert
b_redeen;Redeen
wishda;Wishda
b_enagilip;Enagilip
b_wuau;Wuau
b_taruma;Taruma
b_wederic;Wederic
b_akateen;Akateen
b_eduam;Eduam
b_qasvelip;Qasvelip
b_katelip;Katelip
relip;Relip
b_leturnal;Leturn-Al
b_latert;Latert
b_toperic;Toperic
b_rareen;Rareen
b_bedond;Bedond
b_kereen;Kereen
b_wopeen;Wopeen
b_aduad;Aduad
nerelip;Nerelip
b_kurelip;Kurelip
b_lanapiu;Lanapiu
b_duau;Duau
b_teviu;Teviu
b_natuma;Natuma
b_adallaria;Adallaria
b_tida;Tida
b_rern;Rern-
kopima;Kopima
b_qeriu;Qeriu
b_katuri;Katuri
b_katuri_adj;Katuri
b_esopida;Esopida
b_tazeem;Tazeem
b_kuand;Kuand
